Hour,Temperature (°C),Humidity (%),Pressure (hPa),Solar Irradiance (W/m²)
2024-01-01 00:00:00,18.059596642454924,38.34608883279558,1004.3037553758908,348.5102752234056
2024-01-01 01:00:00,12.751775485092281,44.09791457330294,1001.9944783145396,472.70364034331334
2024-01-01 02:00:00,17.966826018115402,42.20333851900296,1000.4431484248025,370.12351445151444
2024-01-01 03:00:00,14.118640768174783,40.235024610232365,995.9576853967382,450.9751658577029
2024-01-01 04:00:00,18.91579572156571,51.33167118965673,995.99243700263,469.4848792359318
2024-01-01 05:00:00,16.463612045400467,49.692702549716905,1002.9238429937549,453.83068923552986
2024-01-01 06:00:00,15.917287667745052,58.65455058974749,1002.2900946044746,389.8622937353118
2024-01-01 07:00:00,19.78206129911843,45.78492677421499,997.7387949517478,367.7677781871357
2024-01-01 08:00:00,14.283335019692474,34.41805303421801,1005.344344151145,291.7335886159137
2024-01-01 09:00:00,18.729598329995287,39.494097492559334,1019.0684929913518,298.2908718751943
2024-01-01 10:00:00,16.399230754848656,47.49149437127466,988.5407281848235,334.84833886582084
2024-01-01 11:00:00,18.355081636750874,52.24546056364266,998.7717777232197,485.7300750933569
2024-01-01 12:00:00,13.924100018067962,44.962998334464864,996.4231063240862,446.53236824656665
2024-01-01 13:00:00,17.505521992299183,52.372283332913646,994.8197946965452,345.27246494844303
2024-01-01 14:00:00,14.687961008322397,44.86998075215965,989.9296545247454,478.5730410530605
2024-01-01 15:00:00,18.40050019650526,46.53153765182359,996.0085314799103,374.32994085462013
2024-01-01 16:00:00,21.28624546654243,50.78682283847087,999.5933211714755,238.96679179206194
2024-01-01 17:00:00,13.453874359860668,48.24238669602301,1004.5134375718377,387.845456796629
2024-01-01 18:00:00,17.888965995314283,52.672765242576126,1003.6860846256301,328.24446881620594
2024-01-01 19:00:00,17.311646226911503,41.434776630789635,1005.1755950396874,339.15495549791086
2024-01-01 20:00:00,23.374751316983193,51.4348280059862,1011.826595019526,308.7254356451686
2024-01-01 21:00:00,18.83364485600838,49.88703730991535,1017.8928803405802,439.61296954765004
2024-01-01 22:00:00,23.57649765622431,57.41179676077065,1000.1568065132183,518.5834472448942
2024-01-01 23:00:00,18.27597658606187,46.56961102436327,1016.7300251363105,425.47087135127623
2024-01-02 00:00:00,13.041497138749891,48.93102920801595,996.7240416540379,375.40156085541577
2024-01-02 01:00:00,17.16676458685821,56.59531065316538,992.4469817544215,503.76605356831095
2024-01-02 02:00:00,16.662434107345657,49.92371995208011,995.2600711646868,381.223522874006
2024-01-02 03:00:00,14.166787864327842,43.38682775447586,991.8348730955446,385.72657757835765
2024-01-02 04:00:00,15.744225266186731,57.57330964183814,1010.8347119748947,380.6182842515448
2024-01-02 05:00:00,17.56622590780213,48.45381050451994,996.3420248539319,389.3289161793087
2024-01-02 06:00:00,16.37296715689554,45.67667193075717,1002.8966791901257,437.5907775663941
2024-01-02 07:00:00,15.905753996669354,39.645407169161096,1004.6454691462291,293.4918301320863
2024-01-02 08:00:00,21.52088841219143,50.13489924110791,996.5294688572417,489.06734921832043
2024-01-02 09:00:00,19.675306860144197,49.305693746912205,1008.8221665986206,351.0604581351449
2024-01-02 10:00:00,20.174992628111642,51.307836289598804,998.617904957972,458.78471081454137
2024-01-02 11:00:00,15.97058826852336,49.80578663993751,1004.6141919960804,390.796020103942
2024-01-02 12:00:00,14.592144542136856,52.16946452284736,1000.5590794665522,341.12492346584463
2024-01-02 13:00:00,21.08498537411794,48.15685767906809,995.2183777220253,372.79979708583784
2024-01-02 14:00:00,15.29103337544059,46.101340259434714,989.4361233509317,337.69825275350064
2024-01-02 15:00:00,19.66962619748506,65.12619502766948,996.2075983910098,422.4666295648722
2024-01-02 16:00:00,20.812146200049803,60.42601179325495,995.3364281843373,432.87932546112387
2024-01-02 17:00:00,18.264545812886617,53.26800739598196,993.7205585461962,351.05140862283747
2024-01-02 18:00:00,20.878573947817653,43.50726912744194,997.8203786990936,386.74058629082197
2024-01-02 19:00:00,20.728788061876717,59.523043806269605,1003.1773089894155,467.37548680502465
2024-01-02 20:00:00,22.389025417336253,36.81159625685873,994.4594316695471,348.4052273146894
2024-01-02 21:00:00,20.086972476585156,56.47399682268454,985.346989801939,414.58656037469
2024-01-02 22:00:00,14.580959347017185,63.900956010805366,1000.5844583138,457.38809102676925
2024-01-02 23:00:00,20.856484515872324,48.976166037660995,1009.8124328754888,401.50436201641054
2024-01-03 00:00:00,15.05831059362985,55.79549793843834,988.8561457137436,376.5342299809908
2024-01-03 01:00:00,11.757034078452806,46.395761704776646,1000.4451168823656,434.74246379381765
2024-01-03 02:00:00,11.368557891131829,49.175807386568216,1007.238982679064,376.2476594953161
2024-01-03 03:00:00,16.465727993553557,48.73391469947669,995.6226751854492,443.2783277005419
2024-01-03 04:00:00,16.605242330009535,38.5259696849716,992.321484320195,381.07414877564037
2024-01-03 05:00:00,13.374943959815681,51.52788174375282,999.8427376126593,432.93216820370304
2024-01-03 06:00:00,16.527917165872854,58.139311721596734,1013.2011561148025,446.0302726422206
2024-01-03 07:00:00,12.800361909704952,47.047217650414204,994.128609820736,423.21529709789615
2024-01-03 08:00:00,18.24928683906424,49.28995296256522,1002.6904761784995,468.6236754761721
2024-01-03 09:00:00,16.096675000939726,56.01567822005341,989.7409033604281,335.4938229783513
2024-01-03 10:00:00,13.843570445806693,62.61656376315085,1000.2008876282258,337.72936462192706
2024-01-03 11:00:00,20.721853565340965,52.1345197824072,1009.4021676226804,462.07723138846114
2024-01-03 12:00:00,16.399412747502524,49.77176307967625,1013.2591710037842,455.79779062756256
2024-01-03 13:00:00,18.852764540731766,45.175670436986145,1007.3933473632401,460.65747703273104
2024-01-03 14:00:00,19.08253244266586,52.47900269350757,1014.9335742317422,375.5065187017185
2024-01-03 15:00:00,19.058965520598797,39.02283015116659,1006.746144831967,438.33990226629635
2024-01-03 16:00:00,17.22320822003659,47.145278588475314,1003.610395567469,189.593874921109
2024-01-03 17:00:00,17.667211940814358,59.09052071274357,1026.0949652159031,344.2762646372262
2024-01-03 18:00:00,20.90304930579963,36.16673869195942,1002.477596409345,436.24641528864146
2024-01-03 19:00:00,22.874151184105944,45.19381671034998,993.3578335196084,527.6275251858807
2024-01-03 20:00:00,14.787327253359983,62.781442463333285,976.104047010757,406.8506563593433
2024-01-03 21:00:00,16.308230153788383,54.64448675982223,1001.8693004056571,441.158755340919
2024-01-03 22:00:00,15.67960875771462,41.873039844718086,1005.2777307914902,387.80321386307554
2024-01-03 23:00:00,14.107692366366324,53.338678423239294,1000.8777470152178,376.56000407929537
2024-01-04 00:00:00,14.536081899918926,41.61914151038562,1000.3839345029218,340.7822464119381
2024-01-04 01:00:00,13.183743479217044,54.6561782885589,1010.5280868096489,463.0495602067565
2024-01-04 02:00:00,15.48471112136665,51.66824035601496,1002.5391514340654,352.5156329433956
2024-01-04 03:00:00,14.495037244103996,43.35693860145332,983.7442504953161,401.8671516010871
2024-01-04 04:00:00,21.054480310053144,53.42686927888111,1012.2450324624529,368.66643004473826
2024-01-04 05:00:00,14.810032936826596,44.838119657773774,995.0341746701841,363.82775248889334
2024-01-04 06:00:00,15.139465334905397,42.039770111174974,1005.8666605454691,430.494773404795
2024-01-04 07:00:00,17.78801981145891,41.35881620493712,987.8666506272126,384.6026885585002
2024-01-04 08:00:00,16.403582773495412,53.42871945557898,978.6050139054896,360.9539881202492
2024-01-04 09:00:00,12.44706348928324,53.453914421099135,995.9901010367703,290.97313545969547
2024-01-04 10:00:00,18.14591999075248,45.17657072094545,997.8155691369388,524.2195008481244
2024-01-04 11:00:00,22.719073598428224,42.45349866036823,999.4359843281719,358.27620119599305
2024-01-04 12:00:00,18.259018502546652,45.7723766511458,1003.6113207372736,323.3260331986745
2024-01-04 13:00:00,22.74005396555681,42.692645729373375,1000.1443584111098,249.05871189246076
2024-01-04 14:00:00,14.128229648989432,44.73514028322586,1001.2792329819454,416.7851818995728
2024-01-04 15:00:00,20.82705667135042,50.7230639408995,999.6117871774301,471.5187073306508
2024-01-04 16:00:00,19.916433915716894,49.470918366628524,1014.1602521766273,383.21985545003105
2024-01-04 17:00:00,14.2316669550722,44.74377852845708,992.6751475457012,388.65717251139114
2024-01-04 18:00:00,20.942403765403405,48.06893781822824,1002.7635789277539,447.95108325051416
2024-01-04 19:00:00,17.2163274162524,47.54485608046122,1006.9983870272481,443.71708969290256
2024-01-04 20:00:00,17.929601573593352,44.67912609828079,993.8020502774301,348.8178363369298
2024-01-04 21:00:00,19.19646533647201,64.90128407922221,1004.7982484419508,457.82024479925076
2024-01-04 22:00:00,15.550806231322426,50.355845202983424,1021.1909489830092,290.1964857940732
2024-01-04 23:00:00,24.152994361722566,42.96531788634081,998.6429630806189,414.78979446122304
2024-01-05 00:00:00,19.608226910600884,54.128931445474734,996.7936687722898,385.32248175081355
2024-01-05 01:00:00,18.303466195225038,62.627531347931914,989.9877831096956,451.43181201778424
2024-01-05 02:00:00,19.991112400965424,53.4097629625968,992.7613193715324,435.1749755863514
2024-01-05 03:00:00,18.564113832422404,55.28388538734407,1009.260444944176,558.792280307056
2024-01-05 04:00:00,16.52336019619571,53.35444298601461,1004.4560058440092,461.34810414927705
2024-01-05 05:00:00,17.620774712109508,55.649026400338926,1003.0154696535889,456.79982018941695
2024-01-05 06:00:00,16.07625916387168,34.920259064203385,1005.930077076819,472.9480744296455
2024-01-05 07:00:00,21.3010803932657,53.636314260464594,993.513830179969,421.1040462359718
2024-01-05 08:00:00,16.077315859937023,48.34046197593853,1000.8150211870993,454.8581096372736
2024-01-05 09:00:00,15.269980372641408,41.77617885235333,1005.5389347126126,423.330890113787
2024-01-05 10:00:00,15.06469557007501,47.95386147347321,1005.066901956287,376.3883565592834
2024-01-05 11:00:00,12.197003521868893,45.378742575340546,1000.1821256112484,352.0713847457382
2024-01-05 12:00:00,18.292945612214886,47.47883174895794,997.3780042938939,317.4709335842261
2024-01-05 13:00:00,17.470737617894674,48.4462310383955,992.8873300756455,291.1816799122948
2024-01-05 14:00:00,18.12326763233848,52.483515663811225,1002.5729768324863,349.41039382479613
2024-01-05 15:00:00,17.93247321498616,54.26518757297665,1010.2900221817614,337.72231213758937
2024-01-05 16:00:00,20.074263212891108,49.80535136615157,1005.44669501928,335.15796818948866
2024-01-05 17:00:00,20.587850056321795,48.883742321186766,1009.103046891173,383.67538147683405
2024-01-05 18:00:00,17.344101937766336,42.916640586495966,1016.9497446700476,504.209202470467
2024-01-05 19:00:00,15.754615556699823,55.556543355390964,1014.9179239140258,460.3245705461131
2024-01-05 20:00:00,14.486141138830716,52.377305575592175,999.5503021384601,409.92471416470835
2024-01-05 21:00:00,18.533299655318217,54.18805709844878,1001.6910126925386,402.92901144991947
2024-01-05 22:00:00,15.952227258100121,46.44429195173649,1002.1482866670741,392.36223138112723
2024-01-05 23:00:00,16.59760196720602,57.35162300255838,1012.8641756546504,324.2191858458495
